id,cabinet,party,pm,defector,party_id_source,data_source,description,comment,data_json
2873,1132,244,0,0,Labor-Meimad,knesset,,,
2874,1132,1816,0,1,Yisrael Beitenu,"knesset, reuters",Israel is our home (YB) ministers resigned on 16 January 2008 following disagreement over cabinet's negotiations with the Palestinian National Authority. ,,
2875,1133,244,0,0,Labor-Meimad,knesset,,,
2876,1133,1870,1,1,Kadima,"knesset, reuters",,,
2877,1133,788,0,0,Shas,knesset,,,
2878,1133,1873,0,0,Gil Pensioners Party,knesset,,,
2879,1125,678,1,0,Likud,knesset,,,
2880,1125,1850,0,0,Shinui - the Secular Movement ,knesset,,,
2881,1125,1357,0,1,Ichud Leumi,knesset,National Union (HaLe) withdrew from cabinet on 6 June 2004 because of disagreements over PM Sharon's Disengagement Plan.,,
2882,1125,214,0,0,National Religious Party,knesset,,,
2883,1126,678,1,0,Likud,knesset,,,
2884,1126,1850,0,0,Shinui - the Secular Movement,"knesset, reuters",,,
2885,1126,214,0,1,National Religious Party,"knesset, reuters",National Religious Party (Mafdal) withdrew from coalition on 9 November 2004 following disagreement over PM Sharon's Disengagement Plan.,,
2886,1128,678,1,0,Likud,knesset,,,
2887,1128,244,0,1,Labor-Meimad,"knesset, reuters",Labor-Meimad (MHH) left the coalition on 23 November 2005 as PM Sharon considered quitting Likud (L) to form a new centrist alliance.,,
2888,1129,678,1,0,Likud,knesset,,,
2889,1129,1870,0,0,Kadima,knesset,,,
2890,1107,214,0,0,Habayit Hayehudi - New National Religious Party,knesset,,,
2891,1134,678,1,0,Likud Yisrael Beitenu,knesset,,,
2892,1134,214,0,0,HaBayit HaYehudi ,knesset,,,
2893,1134,2321,0,1,Yesh Atid,knesset,There is a Future (YA) ministers resigned on 2 December 2014 after PM Netanyahu fired party leader Yair Lapid.,,
2894,1134,2320,0,1,Hatenua Chaired by Tzipi Livni,"knesset, reuters",The Movement (Hat) withdrew from coalition on 2 December 2014 after PM Netanyahu fired party leader Tzipi Livni.,,
2896,1135,1870,1,0,Kadima,knesset,,,
2897,1135,788,0,0,Shas,knesset,,,
2898,1135,1873,0,0,Gil Pensioners Party,knesset,,,
2899,1135,244,0,0,Labor-Meimad,knesset,,,
2900,932,1837,0,0,Religious Torah Front,knesset,,,
2901,1106,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2902,1106,214,0,0,National Religious Party,knesset,,,
2903,1106,1168,0,0,United Workers Party,knesset,,,
2904,1106,1343,0,0,Ahdut Ha'avoda - Poalei Zion,knesset,,,
2905,1106,1822,0,0,Progressive Party,knesset,,,
2907,960,2355,0,0,Yi-ud,knesset,,,
2908,1138,244,1,0,One Israel,knesset,,,
2909,1138,1863,0,0,Center Party,knesset,,,
2912,1137,1821,0,0,United Religious Front,knesset,,,
2913,1137,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2914,1137,1822,0,0,Progressive Party,knesset,,,
2915,1137,1831,0,0,Sephardim and Oriental Communities ,knesset,,,
2916,1136,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2917,1136,1168,0,0,United Workers Party,knesset,,,
2918,1136,765,0,0,Progressive Party (Liberal Party of Israel),knesset,,,
2919,1136,1343,0,0,Ahdut Ha'avoda - Poalei Zion,knesset,,,
2920,1136,214,0,0,National Religious Party,knesset,,,
2921,1106,1832,0,0,"Religious Torah Front, Agudat Yisrael - Po`alei Agudat Yisrael",knesset,,Binyamin Mintz,
2922,367,1539,0,0,SFIO,pa-84,,,
2923,826,1414,0,0,Indep.,pa-84,,,
2924,329,947,1,0,none,,,,
2925,411,947,1,0,none,,,,
2926,594,890,0,0,RGR,pa-84,,,
2927,1139,133,1,0,none -- formerly senior member Socialist party,reuters,,,
2928,1140,1378,1,0,PS,afp,,,
2929,1140,723,0,0,Flemish Christian Democrats,dere,,,
2930,1140,915,0,0,Flemish liberals,dere,,,
2931,1140,1029,0,0,SP.A,dere,,,
2932,1140,1110,0,0,VLD,dere,,,
2933,1140,1192,0,0,Francophone Christian democrats,dere,,,
2934,349,947,1,0,non-party,pa-84,,,
2935,698,947,1,0,non-party,pa-84,,,
2936,526,947,1,0,non-party,pa-84,,,
2938,21,947,1,0,n.s.,pa-84,,,
2940,1141,1539,1,0,Socialists,afp,,,
2941,1141,1492,0,0,Parti radical de gauche,fragov,,,
2942,1142,1086,0,0,MRP,pa-84,,,
2943,1142,401,1,0,Radical Soc. P.,pa-84,,,
2944,1142,1297,0,0,Indep.,pa-84,,,
2945,150,890,0,0,U.D.S.R.,be-70,,,
2946,330,1297,0,0,soc. indép.,be-70,,,
2947,355,1086,0,0,M.R.P.,be-70,,,
2948,355,890,1,0,"rad. soc., U.D.S.R.",be-70,,,
2949,355,1539,0,0,S.F.I.O.,be-70,,,
2950,355,1297,0,0,P.R.L.,be-70,,,
2951,1143,901,1,0,AK Party,reuters,,,
2952,1144,2333,1,0,SMC,reuters,,,
2953,1144,1587,0,0,Desus,reuters,,,
2954,1144,706,0,0,Social Democrats,reuters,,,
2955,1145,1118,1,0,National Coalition Party,"reuters, yle",,,
2956,1145,395,0,0,Social Democrats,"reuters, yle",,,
2957,1145,585,0,0,Swedish Peoples Party,"reuters, yle",,,
2958,1145,1463,0,0,Christian Democrats,"reuters, yle",,,
2959,1115,788,0,0,Shas,knesset,,,
2960,955,2312,0,0,Party for the Advancement of the Zionist Idea,knesset,,,
2961,1146,512,1,0,Civic Platform party,reuters,,,
2962,1146,664,0,0,Polish People's Party (PSL),"pnbbae, reuters",,,
2963,1147,915,1,0,MR,reuters,,,
2964,1147,501,0,1,N-VA,reuters,New Flemish Alliance (N-VA) withdrew from cabinet on 9 December 2018 after a dispute about immigration policy.,,
2965,1147,723,0,0,CD&V,reuters,,,
2966,1147,1110,0,0,Open VLD,reuters,,,
2967,1148,1539,1,0,PS,pa-84,,,
2968,1148,1492,0,0,MRG,pa-84,,,
2969,1149,1154,0,0,the Greens,reuters,,,
2970,1149,904,1,0,Social Democrat,reuters,,,
2971,197,947,1,0,n.s.,pa-84,,,
2975,1150,1539,1,0,PS,mueller,,,
2976,636,2280,0,0,UDSR,pa-84,,,
2977,758,2280,0,0,UDSR,pa-84,,,
2978,1142,2280,0,0,UDSR,pa-84,,,
2979,367,1297,0,0,Indep.,pa-84,,,
2980,367,2280,1,0,UDSR,pa-84,,,
2981,104,2280,0,0,UDSR,pa-84,,,
2982,826,2280,1,0,UDSR,pa-84,,,
2983,32,2280,0,0,UDSR,pa-84,,,
2984,658,2280,0,0,UDSR,pa-84,,,
2985,557,2280,0,0,UDSR,pa-84,,,
2986,557,2358,0,0,ARS,pa-84,,,
2987,400,2358,0,0,ARS,pa-84,,,
2988,400,2280,0,0,UDSR,pa-84,,,
2989,400,1094,0,0,URAS,pa-84,,,
2990,414,2280,0,0,UDSR,pa-84,,,
2991,414,890,0,0,RGR,pa-84,,,
2992,397,2280,0,0,UDSR,pa-84,,,
2993,591,890,0,0,UDSR,pa-84,,,
2994,458,890,0,0,RGR,pa-84,,,
2995,197,1094,0,0,Social republ.,pa-84,,,
2996,1151,997,1,0,National,pacn,,,
2997,1152,1666,1,0,Unity,leta,,,
2998,1152,466,0,0,Greens and Farmers' Union,leta,,,
2999,1152,521,0,0,All For Latvia-For Fatherland And Freedom/LNNK,leta,,,
3000,72,509,0,0,"Indep. Republ., CDS, Radical Soc. P.",pa-84,,,
3001,1153,1541,1,0,GERB,sna,,,
3002,1153,2363,0,0,Reformist Bloc,sna,,,
3003,1153,2364,0,0,ABV,sna,,,
3004,1154,1120,1,0,PSD,reuters,,,
3005,1154,5,0,0,pc,reuters,,,
3006,1154,2002,0,0,UNPR,reuters,,,
3007,1154,2647,0,0,Liberal Reformists,reuters,,,
3008,1155,678,1,0,Likud,reuters,,,
3009,1155,214,0,0,HaBayit HaYehudi ,reuters,,,
3010,1156,1193,1,0,LDP,kyodo,,,
3011,1156,837,0,0,Komeito,kyodo,,,
3012,1157,1592,1,1,Syriza,reuters,25 MPs left Syriza party group and formed Popular Unity (LE) on 21 August 2015 after cabinet agreed to an international bailout.,,
3013,1157,2091,0,0,Independent Greeks party,reuters,,,
3014,961,1862,0,1,Gesher,afp,Foreign minister David Levy (Gesher) resigned on 4 January 1998 over handling of peace process.,,
3015,961,976,0,0,Tzomet,reuters,,,
3016,1158,678,1,0,Likud,reuters,,,
3017,1158,277,0,0,Israel ba-Aliya,reuters,,,
3018,1158,279,0,0,The Third Way,reuters,,,
3019,1158,976,0,0,Tzomet,reuters,,,
3020,1158,788,0,0,Shas,reuters,,,
3021,1158,214,0,0,National Religious Party,reuters,,,
3022,1159,678,1,0,Likud,reuters,,,
3023,1159,788,0,0,Shas,reuters,,,
3024,1159,214,0,0,National Religious Party,reuters,,,
3025,1159,277,0,0,Israel ba-Aliya,reuters,,,
3026,1159,279,0,0,Israel ba-Aliya,reuters,,,
3027,1159,976,0,0,Tzomet,reuters,,,
3028,1160,113,1,0,Reform Party,err,,,
3029,1160,1448,0,0,Social Democrat,err,,,
3030,1160,1597,0,0,IRL,err,,,
3031,1161,678,1,0,Likud,afp,,,
3032,1161,2410,0,0,Kulanu,afp,,,
3033,1161,788,0,0,Shas,afp,,,
3034,1161,214,0,0,Jewish Home,afp,,,
3035,1162,773,1,0,Conservatives,nyt,,,
3036,1163,94,1,0,Centre Party,yle,,,
3037,1163,1118,0,0,National Coalition,yle,,,
3038,1163,200,0,0,Finns parties,yle,20 MPs left Finns Party (PS) on 13 June 2017 and formed New Alternative (UV) to continue cabinet membership.,,
3039,1164,368,1,0,Liberal,,,,
3040,1165,368,1,0,Liberal Party of Canada,,,,
3041,1166,794,1,0,old Conservative Party of Canada,,,,
3042,1167,368,1,0,Liberals,,,,
3043,1168,368,1,0,Liberal Party,,,,
3044,1169,794,1,0,Conservative Party,,,,
3045,1170,794,1,0,Unionist,,,,
3046,1171,794,1,0,Liberal Party of Canada,,,,
3047,1172,1605,1,0, Liberal party,reuters,,,
3048,1173,901,1,0,Justice and Development Party (AKP),dw,,,
3049,1173,2572,0,1,People's Development Party (HDP),"dw, reuters",People's Development Party (HDP) ministers resigned on 22 September 2015.,,
3050,1173,408,0,0,MHP,dw,,,
3051,1174,1411,1,0,Liberal Party,reuters,,,
3052,1174,154,0,0,Liberal Party,reuters,,,
3053,1174,184,0,0,National Party,reuters,,,
3054,1174,215,0,0,National Party,reuters,,,
3055,1175,1592,1,0,Syriza,reuters,,,
3056,1175,2091,0,1,Independent Greeks,reuters,ANEL leader Kammenos resigned on 13 January 2019 and ministers remaining in cabinet were expelled from the party.,,
3057,1176,368,1,0,Liberals,reuters,,,
3058,1177,1273,1,0,Social Democratic Party (PSD),afp,,,
3059,1177,251,0,0,Conservative bloc,afp,,,
3060,1178,904,1,0,S,,,,
3061,1178,1461,0,0,Bf,,,,
3062,1179,904,1,0,SAP,,,,
3063,1179,1461,0,0,B,,,,
3064,1179,892,0,0,FP,,,,
3065,1179,657,0,0,Hr,,,,
3066,1180,904,1,0,SAP,,,,
3067,1180,1461,0,0,B,,,,
3068,1180,892,0,0,FP,,,,
3069,1180,657,0,0,Hr,,,,
3070,1181,904,1,0,SAP,,,,
3071,1181,1461,0,0,B,,,,
3072,1181,892,0,0,FP,,,,
3073,1181,657,0,0,Hr,,,,
3074,1182,1461,1,0,Bf,,,,
3075,1183,904,1,0,S,,,,
3076,1184,892,1,0,FF,,,,
3077,1185,657,1,0,H,,,,
3078,1186,892,1,0,FF,,,,
3079,1186,2477,0,0,LIB,,,,
3080,1187,904,1,0,S,,,,
3081,1188,904,1,0,S,,,,
3082,1189,657,1,0,H,,,,
3083,1190,904,1,0,S,,,,
3084,1191,786,1,0,Independent,,,,
3085,1192,786,1,0,partilös,,,,
3086,1193,904,1,0,S,,,,
3087,1194,904,0,0,S,,,,
3088,1194,892,1,0,L,,,,
3089,1195,901,1,0,Turkish Justice and Development Party,sns,,,
3090,1196,528,1,0,Law and Justice,ap,,,
3091,1197,761,1,0,not come from the party's ranks,reuters,,,
3092,1198,725,1,0,Socialists,reuters,,,
3093,1199,1219,1,0,ED,,,,
3094,1199,94,0,0,ML,,,,
3095,1199,395,0,0,SDP,,,,
3096,1200,94,1,0,ML,,,,
3097,1200,1219,0,0,ED,,,,
3098,1201,1219,1,0,ED,,,,
3099,1201,94,0,0,ML,,,,
3100,1201,585,0,0,RKP,,,,
3101,1202,1219,1,0,ED,,,,
3102,1202,94,0,0,ML,,,,
3103,1202,585,0,0,RKP,,,,
3104,1203,94,1,0,ML,,,,
3105,1203,1118,0,0,KOK,,,,
3106,1203,585,0,0,RKP,,,,
3107,1203,1219,0,0,ED,,,,
3108,1204,1118,1,0,KOK,,,,
3109,1204,94,0,0,ML,,,,
3110,1204,585,0,0,RKP,,,,
3111,1204,1219,0,0,ED,,,,
3112,1205,94,1,0,ML,,,,
3113,1206,1219,1,0,ED,,,,
3114,1206,94,0,0,Agrarian,,,,
3115,1207,94,1,0,ML,,,,
3116,1208,395,1,0,SDP,,,,
3117,1209,94,1,0,ML,,,,
3118,1209,1118,0,0,KOK,,,,
3119,1210,1118,1,0,KOK,,,,
3120,1210,94,0,0,ML,,,,
3121,1211,1118,1,0,KOK,,,,
3122,1211,94,0,0,ML,,,,
3123,1211,585,0,0,RKP,,,,
3124,1211,1219,0,0,ED,,,,
3125,1212,750,0,0,Swiss People's Party (SVP),afp,,,
3126,1212,35,0,0,Socialists,afp,,,
3127,1212,26,0,0,Liberal Party,afp,,,
3128,1212,531,0,0,Christian Democrats,afp,,,
3129,1213,1119,1,0,none,,,,
3130,1214,94,1,0,ML,,,,
3131,1214,1219,0,0,ED,,,,
3132,1215,1119,1,0,none,,,,
3133,1216,1219,1,0,ED,,,,
3134,1216,94,0,0,ML,,,,
3135,1217,1118,1,0,KOK,,,,
3136,1217,585,0,0,RKP,,,,
3137,1217,94,0,0,ML,,,,
3138,1217,1219,0,0,ED,,,,
3139,1218,1219,1,0,ED,,,,
3140,1218,94,0,0,ML,,,,
3141,1219,1219,1,0,ED,,,,
3142,1219,94,0,0,ML,,,,
3143,1219,585,0,0,RKP,,,,
3144,1220,1118,1,0,National Coalition,,,,
3145,1220,1219,0,0,National Progressive,,,,
3146,1220,585,0,0,Swedish's People,,,,
3149,1221,94,0,0,ML,,,,
3150,1221,585,0,0,RKP,,,,
3151,1221,2434,1,0,SP,,,,
3152,1222,104,1,0,A,,,,
3153,1223,104,1,0,A,,,,
3154,1224,647,1,0,V,,,,
3155,1225,647,1,0,V,,,,
3156,1226,702,1,0,BP,,,,
3157,1227,702,1,0,BP,,,,
3158,1228,647,1,0,V,,,,
3159,1229,647,1,0,V,,,,
3160,1230,1435,1,0,H,,,,
3161,1230,2472,0,0,Fr,,,,
3162,1231,1435,1,0,H,,,,
3163,1231,2472,0,0,Fr,,,,
3164,1232,647,1,0,V,,,,
3165,1233,647,1,0,V,,,,
3166,1234,2472,1,0,Fr,,,,
3167,1234,1435,0,0,H,,,,
3168,1235,647,1,0,V,,,,
3169,1236,647,1,0,V,,,,
3170,1237,1435,1,0,H,,,,
3171,1237,2472,0,0,Fr,,,,
3172,1238,647,1,0,V,,,,
3173,1239,647,1,0,V,,,,
3174,1240,647,1,0,V,,,,
3175,1241,1629,1,0,S,,,,
3176,1241,211,0,0,RV,,,,
3177,1242,1629,1,0,S,,,,
3178,1242,211,0,0,RV,,,,
3179,1243,1629,1,0,S,,,,
3180,1243,211,0,0,RV,,,,
3181,1244,1629,1,0,S,,,,
3182,1244,211,0,0,RV,,,,
3183,1245,1605,1,0,V,,,,
3184,1246,1629,1,0,S,,,,
3185,1247,1605,1,0,V,,,,
3186,1248,1605,1,0,V,,,,
3187,1249,1605,1,0,V,,,,
3188,1250,1605,1,0,V,,,,
3189,1251,211,1,0,RV ,,,,
3190,1252,211,1,0,RV ,,,,
3191,1253,211,1,0,RV ,,,,
3192,1254,405,1,0,CHU,,,,
3193,1254,2539,0,0,KATH,,,,
3194,1254,300,0,0,ARP,,,,
3195,1254,1451,0,0,SDAP,,,,
3196,1254,2461,0,0,LIB,,,,
3197,1255,300,1,0,ARP,,,,
3198,1255,2539,0,0,KATH,,,,
3199,1255,405,0,0,CHU,,,,
3200,1256,300,1,0,ARP,,,,
3201,1256,2539,0,0,KATH,,,,
3202,1256,405,0,0,CHU,,,,
3203,1256,2461,0,0,LIB,,,,
3204,1256,944,0,0,VDB,,,,
3205,1257,300,1,0,ARP,,,,
3206,1257,2539,0,0,KATH,,,,
3207,1257,405,0,0,CHU,,,,
3208,1257,2461,0,0,LIB,,,,
3209,1257,944,0,0,VDB,,,,
3210,1258,2539,1,0,KATH,,,,
3211,1258,300,0,0,ARP,,,,
3212,1258,405,0,0,CHU,,,,
3213,1259,405,1,0,CHU,,,,
3214,1259,2539,0,0,KATH,,,,
3215,1259,300,0,0,ARP,,,,
3216,1260,300,1,0,ARP,,,,
3217,1260,2539,0,0,KATH,,,,
3218,1260,405,0,0,CHU,,,,
3219,1261,2539,1,0,KATH,,,,
3220,1261,300,0,0,ARP,,,,
3221,1261,405,0,0,CHU,,,,
3222,1262,2539,1,0,KATH,,,,
3223,1262,300,0,0,ARP,,,,
3224,1262,405,0,0,CHU,,,,
3231,1265,2423,1,0,KATH,,,,
3232,1265,63,0,0,LIB,,,,
3233,1265,2422,0,0,SOC,,,,
3234,1266,2423,1,0,KATH,,,,
3235,1266,63,0,0,LIB,,,,
3236,1267,2422,1,0,SOC,,,,
3237,1267,2423,0,0,KATH,,,,
3238,1267,63,0,0,LIB,,,,
3239,1268,63,1,0,LIB,,,,
3240,1268,2423,0,0,KATH,,,,
3241,1268,2422,0,0,SOC,,,,
3242,1269,2423,1,0,KATH,,,,
3243,1269,2422,0,0,SOC,,,,
3244,1269,63,0,0,LIB,,,,
3245,1270,2423,1,0,KATH,,,,
3246,1270,2422,0,0,SOC,,,,
3247,1270,63,0,0,LIB,,,,
3248,1271,2423,1,0,KATH,,,,
3249,1271,63,0,0,LIb,,,,
3250,1272,2423,1,0,KATH,,,,
3251,1272,63,0,0,LIB,,,,
3252,1273,2423,1,0,KATH,,,,
3253,1273,63,0,0,LIB,,,,
3254,1274,2423,1,0,KATH,,,,
3255,1274,63,0,0,LIB,,,,
3256,1275,2423,1,0,KATH,,,,
3257,1275,63,0,0,LIB,,,,
3258,1276,2423,1,0,KATH,,,,
3259,1276,2422,0,0,SOC,,,,
3260,1276,63,0,0,LIB,,,,
3261,1277,2423,1,0,KATH,,,,
3262,1277,2422,0,0,SOC,,,,
3263,1277,63,0,0,LIB,,,,
3264,1278,2423,1,0,KATH,,,,
3265,1278,63,0,0,LIB,,,,
3266,1279,2423,1,0,KATH,,,,
3267,1279,63,0,0,LIB,,,,
3268,1279,2422,0,0,SOC,,,,
3269,1280,2423,1,0,KATH,,,,
3270,1280,63,0,0,LIB,,,,
3271,1280,2422,0,0,SOC,,,,
3272,1281,2423,1,0,KATH,,,,
3273,1281,63,0,0,LIB,,,,
3274,1281,2422,0,0,SOC,,,,
3275,1282,2423,1,0,KATH,,,,
3276,1282,63,0,0,LIB,,,,
3277,1282,2422,0,0,SOC,,,,
3278,1283,2423,1,0,KATH,,,,
3279,1284,2423,1,0,KATH,,,,
3280,1285,2423,1,0,KATH,,,,
3281,1286,773,1,0,CONS,,,,
3282,1286,2479,0,0,N.LAB,,,,
3283,1286,1017,0,0,L.NAT,,,,
3284,1287,773,1,0,CONS,,,,
3285,1287,1556,0,0,LAB,,,,
3286,1287,659,0,0,LIB,,,,
3287,1287,1017,0,0,L.NAT,,,,
3288,1288,773,1,0,CONS,,,,
3289,1288,1556,0,0,LAB,,,,
3290,1288,659,0,0,LIB,,,,
3291,1288,1017,0,0,L.NAT,,,,
3292,1289,2479,1,0,N.LAB,,,,
3293,1289,773,0,0,CONS,,,,
3294,1289,659,0,0,LIB,,,,
3295,1289,1017,0,0,L.NAT,,,,
3296,1290,1556,1,0,LAB,,,,
3297,1291,773,1,0,CONS,,,,
3298,1292,1556,1,0,Labour,nyt,,,
3299,1293,773,1,0,CONS,,,,
3300,1294,773,1,0,CONS,,,,
3301,1295,2501,1,0,LIB,,,,
3302,1295,773,0,0,CONS,,,,
3303,1295,2508,0,0,LAB,,,,
3307,1297,300,1,0,ARP,,,,
3308,1297,2461,0,0,LIB,,,,
3309,1297,405,0,0,CHU,,,,
3310,1298,1435,1,0,H,,,,
3311,1298,2472,0,0,1435,,,,
3312,1299,104,1,0,A,,,,
3313,1300,2423,1,0,KATH,,,,
3314,1301,2423,1,0,KATH,,,,
3315,1301,2422,0,0,SOC,,,,
3316,1220,94,0,0,Agrarian,,,,
3317,1305,1539,1,0,SFIO,,,,
3318,1305,401,0,0,RRRS,,,,
3319,1305,686,0,0,PCF,,,,
3320,1306,401,1,0,RRRS,,,,
3321,1306,1539,0,0,SFIO,,,,
3322,1306,686,0,0,PCF,,,,
3323,1307,1539,1,0,SFIO,,,,
3324,1307,401,0,0,RRRS,,,,
3325,1307,686,0,0,PCF,,,,
3326,1308,2469,1,0,Liberal,,,,
3327,1309,2469,1,0,Liberal,,,,
3328,1310,2469,1,0,Liberal,,,,
3329,1311,2471,1,0,Reform,,,,
3330,1312,2471,1,0,Reform,,,,
3331,1313,2471,1,0,Reform,,,,
3332,1314,2469,1,0,United,,,,
3333,1315,2469,1,0,United,,,,
3334,1316,878,1,0,Labour,,,,
3335,1317,878,1,0,Labor party,nyt,,,
3336,1318,878,1,0,Labour,,,,
3337,1319,2469,1,0,United,,,,
3338,1320,2471,1,0,Reform,,,,
3339,1321,2471,1,0,Reform,,,,
3340,1322,2471,1,0,Reform,,,,
3341,1323,2469,1,0,Liberal,,,,
3342,1324,2469,1,0,Liberal,,,,
3343,1325,2469,1,0,Liberal,,,,
3344,1326,2469,1,0,Liberal,,,,
3345,1360,1605,1,0,Venstre,,,,
3346,1361,211,1,0,Det Radikale Venstre,,,,
3347,1362,1605,1,0,Venstre Reform Party,,,,
3348,1363,1605,1,0,Moderate Venstre,,,,
3349,1364,1605,1,0,Venstre Reform Party,,,,
3350,1365,1605,1,0,Venstre,,,,
3351,1366,1605,1,0,Venstre Reform Party,,,,
3352,1367,1605,1,0,Venstre Reform Party,,,,
3353,1370,892,1,0,Liberala samlingspartiet,,,,
3354,1369,786,1,0,Partilös,,,,
3355,1369,2608,0,0,Nationella partiet,,,,
3356,1368,2608,1,0,Nationella partiet,,,,
3357,1368,786,0,0,Partilös,,,,
3358,1368,657,0,0,Allmänna valmansförbundet,,,,
3359,1371,786,1,0,Partilös,,,,
3360,1371,2608,0,0,Nationella partiet,,,,
3361,1374,2423,1,0,Katholieke Partij,,,,
3362,1376,2423,1,0,Katholieke Partij,,,,
3363,1375,2423,1,0,Katholieke Partij,,,,
3364,1373,2423,1,0,Katholieke Partij,,,,
3365,1372,2423,1,0,Katholieke Partij,,,,
3366,1377,2423,1,0,Katholieke Partij,,,,
3367,1378,647,1,0,V,,,,
3368,1384,1435,1,0,Conservatives,,,,
3369,1384,2472,0,0,Liberal Left,,,,
3370,1383,2472,1,0,Liberal Left,,,,
3371,1383,1435,0,0,Conservatives,,,,
3372,1382,647,1,0,Liberal,,,,
3373,1380,647,1,0,Liberal,,,,
3376,1379,647,0,0,Liberal,,,,
3377,1379,1435,1,0,Conservatives,,,,
3378,1381,647,1,0,Venstre,,,,
3379,1385,647,1,0,Liberal,,,,
3381,1386,647,1,0,Liberal,,,,
3382,1387,401,1,0,PRS,,,,
3383,1387,2587,0,0,ARD,,,,
3384,1387,2585,0,0,RI,,,,
3385,1388,2587,1,0,ARD,,,,
3386,1388,401,0,0,PRS,,,,
3387,1388,2585,0,0,RI,,,,
3388,1406,1539,1,0,PS,bbe-21,,,
3389,1406,1492,0,0,"PRG,",bbe-21,,,
3390,1406,2813,0,0,PE,bbe-21,,,
3391,1407,466,1,0,Union of Greens and Farmers,reuters,,,
3392,1407,1666,0,0,The Unity,reuters,,,
3393,1407,521,0,0,National Alliance,reuters,,,
3394,1408,2197,1,0,Tihomir Oreskovic,ap,,,
3395,1408,2615,0,0,Most,ap,,,
3396,1408,276,0,0,Conservatives,ap,,,
3397,1409,401,1,0,PRS,,,,
3398,1409,2587,0,0,ARD,,,,
3399,1409,2590,0,0,SI,,,,
3400,1390,401,1,0,PRS,,,,
3401,1390,2587,0,0,ARD,,,,
3402,1390,2590,0,0,SI,,,,
3403,1391,2590,1,0,SI,,,,
3404,1391,401,0,0,PRS,,,,
3405,1391,2587,0,0,ARD,,,,
3406,1391,2585,0,0,RI,,,,
3407,1392,2585,0,0,RI,,,,
3408,1392,2590,1,0,SI,,,,
3409,1392,401,0,0,PRS,,,,
3410,1392,2587,0,0,ARD,,,,
3411,1393,401,1,0,PRS,,,,
3412,1393,2587,0,0,ARD,,,,
3413,1393,2585,0,0,RI,,,,
3414,1393,2594,0,0,RS,,,,
3415,1394,401,1,0,PRS,,,,
3416,1394,2585,0,0,RI,,,,
3417,1394,2594,0,0,RS,,,,
3418,1395,2587,1,0,PRD,,,,
3419,1395,2585,0,0,RI,,,,
3420,1395,2594,0,0,RS,,,,
3421,1395,401,0,0,PRS,,,,
3422,1396,2594,1,0,PRRRS,,,,
3423,1397,2587,1,0,PRD,,,,
3424,1397,401,0,0,PRS,,,,
3425,1397,2581,0,0,FR,,,,
3426,1398,2594,0,0,RS,,,,
3427,1398,2585,0,0,RI,,,,
3428,1398,401,1,0,PRS,,,,
3429,1398,2587,0,0,PRD,,,,
3430,1399,2581,1,0,Republicain,,,,
3431,1399,401,0,0,PRS,,,,
3432,1399,2585,0,0,RI,,,,
3433,1399,2587,0,0,PRD,,,,
3434,1400,2594,1,0,RS,,,,
3435,1400,401,0,0,PRS,,,,
3436,1400,2585,0,0,RI,,,,
3437,1400,2587,0,0,PRD,,,,
3438,1402,2594,1,0,RS,,,,
3439,1402,1539,0,0,SFIO,,,,
3440,1402,401,0,0,PRS,,,,
3441,1402,2581,0,0,FR,,,,
3442,1402,2593,0,0,ALP,,,,
3443,1403,2594,1,0,RS,,,,
3444,1403,401,0,0,PRS,,,,
3445,1403,1539,0,0,SFIO,,,,
3446,1403,2581,0,0,FR,,,,
3447,1404,2581,1,0,FR,,,,
3448,1404,2594,0,0,RS,,,,
3449,1404,401,0,0,PRS,,,,
3450,1404,1539,0,0,SFIO,,,,
3451,1404,2585,0,0,RI,,,,
3452,1404,2587,0,0,PRD,,,,
3453,1405,2594,1,0,PRS,ws,,,
3454,1359,401,1,0,PRS,,,,
3455,1359,2594,0,0,RS,,,,
3456,1359,2587,0,0,PRD,,,,
3457,1358,2585,0,0,RI,,,,
3458,1358,2581,0,0,FR,,,,
3459,1358,2587,0,0,PRDS,,,,
3460,1358,2594,0,0,RS,,,,
3461,1358,947,1,0,SE,,,,
3462,1357,2585,0,0,RI,,,,
3463,1357,401,0,0,PRS,,,,
3464,1357,2587,0,0,PRDS,,,,
3465,1357,2581,0,0,FR,,,,
3466,1357,947,1,0,SE,,,,
3467,1356,2587,1,0,PRDS,,,,
3468,1356,2581,0,0,FR,,,,
3469,1356,2585,0,0,RI,,,,
3470,1356,401,0,0,PRS,,,,
3471,1356,2594,0,0,RS,,,,
3472,1355,2594,1,0,RS,,,,
3473,1355,2587,0,0,PRDS,,,,
3474,1355,2581,0,0,FR,,,,
3475,1355,401,0,0,PRS,,,,
3476,1355,2585,0,0,RI,,,,
3477,1354,2587,1,0,PRDS,,,,
3478,1354,2581,0,0,FR,,,,
3479,1354,401,0,0,PRS,,,,
3480,1353,2581,1,0,FR,,,,
3481,1353,2587,0,0,PRDS,,,,
3482,1352,401,1,0,PRS,,,,
3483,1352,2594,0,0,RS,,,,
3484,1352,2587,0,0,PRDS,,,,
3485,1351,2594,1,0,RS,,,,
3486,1351,401,0,0,PRS,,,,
3487,1350,2594,1,0,RS,,,,
