id,country,family,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json
1053,5,11,DSP,Democratic Socialist Party,Minshu Shakai-tō,Minshu Shakai-to,民主社会党,http://en.wikipedia.org/wiki/Democratic_Socialist_Party_%28Japan%29,1960-01-24,,,,,
1055,5,12,etc,others,others,others,,,,,,,,null
1056,15,14,SPF,Socialist People's Front,Socialist People's Front,Socialist People's Front,,http://en.wikipedia.org/wiki/Socialist_People%27s_Front,2008-07-01,,,Reformed as a new party after a merger on 19 December 2009.,,
1057,44,28,R,Respect -- The Unity Coalition,Respect – The Unity Coalition,Respect -- The Unity Coalition,,http://en.wikipedia.org/wiki/Respect_-_The_Unity_Coalition,,,,,,
1058,43,6,NC,New Centre,Nouveau centre,Nouveau centre,,http://en.wikipedia.org/wiki/New_Centre,,,,,,
1059,41,16,Emp,Independent Muslim Lists,Empistosύnh (Rodόph),Empistosunh (Rodoph),Εμπιστοσύνη (Ροδόπη),http://en.wikipedia.org/wiki/Independent_Muslim_List,1985-07-01,1993-07-01,,New party formed in 1985. ,"""Lists representing the Turkish-speaking Muslim minority in two districts in Thrace."" (Mackie and Rose 1991)",
1061,1,6,VPN,Public against Violence,Verejnosť proti násiliu,Verejnos' proti nasiliu,,http://en.wikipedia.org/wiki/Public_Against_Violence,,,,,,
1062,67,19,VIHR,Green League,Vihreä Liitto – Gröna Förbundet,Vihrea Liitto -- Grona Forbundet,,http://en.wikipedia.org/wiki/Vihre%C3%A4_Liitto,1987-02-28,,,New party formed on 28 February 1987.,,
1063,26,6,ALD,Autonomy Liberty Democracy,Autonomie Liberté Démocratie,Autonomie Liberte Democratie,,http://en.wikipedia.org/wiki/Autonomy_Liberty_Democracy,,,,,,null
1064,75,40,EKo,Estonian Citizens,Eesti Kodanik,Eesti Kodanik,,"http://en.wikipedia.org/wiki/Estonian_parliamentary_election,_1992",,,,,,
1071,51,12,Greek,Greek,Greek,Greek,,,,,,,,null
1072,1,40,SNS,Slovak National Party,Slovenská národná strana,Slovenska narodna strana,,http://en.wikipedia.org/wiki/Slovak_National_Party,,,,,,
1074,74,14,PZZ,Polish Western Union,Polski Związek Zachodni,Polski Zwiazek Zachodni,,http://pl.wikipedia.org/wiki/Polski_Zwi%C4%85zek_Zachodni,,,,,,null
1077,74,14,PZPR,Polish United Workers' Party,Polska Zjednoczone Partia Robotnicza,Polska Zjednoczone Partia Robotnicza,,http://en.wikipedia.org/wiki/Polska_Zjednoczona_Partia_Robotnicza,,,,,,
1080,26,16,LV,Venetian League,Liga Veneta,Liga Veneta,,http://en.wikipedia.org/wiki/Liga_Veneta,1979-12-09,,,New party formed on 9 December 1979. ,,
1081,62,6,DC,Democratic Centre,Demokratski centar,Demokratski centar,,http://en.wikipedia.org/wiki/Democratic_Centre_%28Croatia%29,2000-07-01,,,,,
1083,55,16,LKPP,Latvia's Party of Russian Citizens,Latvijas Krievu pilsoņu partija,Latvijas Krievu pilsonu partija,,,,,,,,"{""information_needed"": ""party origin""}"
1086,43,3,MRP,Popular Republican Movement,Mouvement républicain populaire,Mouvement republicain populaire,,http://en.wikipedia.org/wiki/Popular_Republican_Movement,,,,,"Linked to RPR from Castles/Mair expert survey, to have a left/right position for the party.",null
1088,26,14,PCI,Communist Party,Partito Comunista Italiano,Partito Comunista Italiano,,http://en.wikipedia.org/wiki/Partito_Comunista_Italiano,,,,,,
1091,74,12,etc,others,others,others,,,,,,,,null
1092,44,28,RepLP,Republican Labour Party,Republican Labour Party,Republican Labour Party,,http://en.wikipedia.org/wiki/Republican_Labour_Party,,,,,,null
1094,43,26,G,Gaullists,Gaulliste,Gaulliste,,http://en.wikipedia.org/wiki/Gaullist_Party,1947-04-14,,,New party formed on 14 April 1947. ,"1946 Union gaulliste
1951 Rassemblement du peuple français
1956 Républicains sociaux
1958 Union pour la nouvelle république (UNR), Centre de la Reforme republicaine, Renouveau et fidelité, and independent Gaullist candidates
1962 UNR and Union démocratique du travail (UDT)
1967 UNR and Union démocratique du travail (UDT)
1968 Union pour la défence de la république
(Mackie and Rose 1991, 142)",
1100,55,11,S,Harmony,Saskaņas,Saskanas,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%22Harmony%22,,,,,,
1101,43,26,MF,Movement for France,Mouvement pour la France,Mouvement pour la France,,http://en.wikipedia.org/wiki/Mouvement_pour_la_France,1994-07-01,2009-07-01,,New party formed on 20 November 1994. ,,
1102,62,6,HSLS,Croatian Social Liberal Party,Hrvatska socijalno liberalna stranka,Hrvatska socijalno liberalna stranka,,http://en.wikipedia.org/wiki/Croatian_Social_Liberal_Party,,,,,,
1104,74,6,D|W|U,Democratic | Freedom | Union,Demokratyczna | Wolności | Unia,Demokratyczna | Wolnosci | Unia,,http://en.wikipedia.org/wiki/Democratic_Party_%E2%80%93_demokraci.pl,,,,,,
1105,67,19,Eko,Ecological Party,Ekologinen puolue – Ekologiska partiet,Ekologinen puolue -- Ekologiska partiet,,http://fi.wikipedia.org/wiki/Ekologinen_puolue,,,,,,null
1108,67,11,TPSL,Social Democratic League of Workers and Smallholders,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Tyavaen ja Pienviljelijain Sosialdemokraattinen Liitto -- Arbetarnas och Smabrukarnas Socialdemokratiska Forbund,,http://en.wikipedia.org/wiki/Social_Democratic_Union_of_Workers_and_Smallholders,1959-05-06,,"edu, jacobs, rferl",The Social Democratic (SSDP) split internally over the election of a new chairman at a party congress on 21 April 1957. Some MPs formed the Independent Social Democrats (Sosialidemokraattinen riippumaton) parliamentary group on 26 March 1958 and run as Social Democratic Opposition (Sosialidemokraattisen opposition) in the 1958 election. The party was formed by establishing a parliamentary group under its name on 6 March 1959.,,
1109,67,6,VL,Liberal League,Vapaamielisten Liitto – De Frisinnades Förbund,Vapaamielisten Liitto -- De Frisinnades Forbund,,http://en.wikipedia.org/wiki/Liberal_League_%28Finland%29,1951-07-01,1965-12-29,"jacobs, mchale, toer68","Liberal League (VI) usually allied with the National Coalition (KOK) in the elections between 1951 and 1962 (Törnudd 1968, 95).",,
1110,64,6,PVV|VLD,Party of Liberty and Progress | Flemish Liberals and Democrats,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,,http://en.wikipedia.org/wiki/Vlaamse_Liberalen_en_Democraten,1971-06-27,,,,,
1113,64,11,SPa+Spi,Socialist Party Different / Social Liberal Party,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialistische Partij Anders / Sociaal-Liberale Partij,,http://en.wikipedia.org/wiki/SP.A-Spirit,,,,,,
1118,67,26,KOK,National Coalition Party,Kansallinen Kokoomus – Samlingspartiet,Kansallinen Kokoomus -- Samlingspartiet,,http://en.wikipedia.org/wiki/Kansallinen_Kokoomus,,,,,,
1119,67,12,none,no party affiliation,ei kukaan – ingen,ei kukaan -- ingen,,,,,,,,null
1120,23,11,PSD,Social Democratic Party,Partidul Social Democrat,Partidul Social Democrat,,http://en.wikipedia.org/wiki/Social_Democratic_Party_(Romania),,,,,,
1122,20,40,RP,(New) Welfare (Virtue) Party,(Yeniden) Refah (Fazilet) Partisi,(Yeniden) Refah (Fazilet) Partisi,,http://en.wikipedia.org/wiki/Welfare_Party,1983-07-19,,,"RP was banned on 16 January 1998.
FP was banned on 22 June 2001.",,"{""banned"": [""1998-01-16"", ""2001-06-22""]}"
1123,68,6,ODA,Civic Democratic Alliance,Občanská demokratická aliance,Obcanska demokraticka aliance,,http://en.wikipedia.org/wiki/Civic_Democratic_Alliance,1989-11-01,2007-12-31,,"New party formed in November 1989.
Party was dissolved on 31 December 2007.",,
1124,5,6,YP,Your Party,Minna no Tō,Minna no To,みんなの党,http://en.wikipedia.org/wiki/Your_Party,2009-08-08,,,,,
1126,44,40,NF,National Front,National Front,National Front,,http://en.wikipedia.org/wiki/British_National_Front,1967-07-01,,,Party formed in 1967.,,"{""include"": ""first loser twice"", ""new_party"": false}"
1128,21,12,none,no party affiliation,ingen,ingen,,,,,,,,null
1130,7,16,Bl,Citizens' List,Biergerlëscht,Biergerlescht,,http://en.wikipedia.org/wiki/Citizens'_List,,,,,,"{""name_language"": [""French: Liste des citoyens"", ""German: B\u00fcrgerliste""]}"
1131,54,26,BP,Bavarian Party,Bayernpartei,Bayernpartei,,http://en.wikipedia.org/wiki/Bavaria_Party,1946-10-28,,,,,
1134,7,11,SDP,Social Democratic Party,Sozialdemokratesch Partei,Sozialdemokratesch Partei,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Luxembourg%29,1970-05-02,,,,,"{""name_language"": [""French: Parti Social D\u00e9mocrate"", ""German: Sozialdemokratische Partei""]}"
1136,5,26,NFP,New Frontier Party,Shinshin-to,Shinshin-to,新進党,http://en.wikipedia.org/wiki/New_Frontier_Party,1994-12-10,1997-12-27,afp,New Frontier Party (NFP) split into six parties following its dissolution on 27 December 1997 (AFP).,,
1137,75,11,EK,Estonian Centre Party,Eesti Keskerakond,Eesti Keskerakond,,http://en.wikipedia.org/wiki/Estonian_Centre_Party,1991-09-04,,buga,New party formed on 9 September 1991 and registered on 9 April 1992.,,
1140,74,11,SDPL,Social Democracy of Poland,Socjaldemokracja Polska,Socjaldemokracja Polska,,http://en.wikipedia.org/wiki/Social_Democracy_of_Poland,2004-03-26,,,,,
1141,20,26,DYP,Right Path Party,Doğru Yol Partisi,Dogru Yol Partisi,,"http://en.wikipedia.org/wiki/Democratic_Party_%28Turkey,_current%29",1983-07-01,,, DYP was formed in 1983.,,
1142,1,26,HZDS,Movement for a Democratic Slovakia,Hnutie za demokratické Slovensko,Hnutie za demokraticke Slovensko,,http://en.wikipedia.org/wiki/Movement_for_a_Democratic_Slovakia,1991-04-27,,,,,"{""chess"": 2810}"
1144,15,6,LDP,Lithuanian Democratic Party,Lietuvos demokratų partija,Lietuvos demokratu partija,,http://lt.wikipedia.org/wiki/Lietuvos_demokrat%C5%B3_partija,1989-02-05,,,,,
1145,26,3,UDR,Union of republican democrats,Unione dei democratici per la repubblica,Unione dei democratici per la repubblica,,http://en.wikipedia.org/wiki/Democratic_Union_for_the_Republic,1996-07-01,1999-07-01,,,,
1146,5,26,NPS,New Party Sakigake,Shinto Sakigake,Shinto Sakigake,新党さきがけ,http://en.wikipedia.org/wiki/New_Party_Sakigake,,,,,,
1149,10,16,OT-SII,Union for Tzar [Simeon II],Obedinenie za Tsar [Simeon II],Obedinenie za Tsar [Simeon II],Обединение за Царя,,1997-07-01,,,New party formed in 1997.,Minor party supporting king but different to National Movement Simeon II (NDSV).,
1150,34,16,Mada,Arab Democratic Party,Miflaga Demokratit Aravit – al-Hizb al-Dimuqrati al-Arabi,Miflaga Demokratit Aravit al-Hizb -- al-Dimuqrati al-Arabi,מפלגה דמוקרטית ערבית‎ – ألحزب الديمقراطي العربي‎,http://en.wikipedia.org/wiki/Arab_Democratic_Party_%28Israel%29,1988-02-15,,,Party formed on 15 February 1988 as a splinter of the Alignment (A). ,,
1151,51,6,LP,Liberal Party,Liberal Party,Liberal Party,,http://en.wikipedia.org/wiki/Liberalism_in_Cyprus,1986-09-01,,,Party formed in September 1986 by Nicos Α. Rolandis.,,"{""information_needed"": ""original name of party""}"
1154,35,19,MP,Greens,Miljöpartiet de Gröna,Miljopartiet de Grona,,http://en.wikipedia.org/wiki/Milj%C3%B6partiet_de_Gr%C3%B6na,1981-09-20,,,New party formed on 20 September 1981.,,
1158,7,19,GLEI,Green Left Ecological Initiative,Greng Lëscht Ekologesch Initiativ,Greng Lescht Ekologesch Initiativ,,http://en.wikipedia.org/wiki/The_Greens_%28Luxembourg%29,,,,"Green Alternative (GAP) split in 1985 and Green Left Ecological Initiative (GLEI) was led by Jup Weber.
GAP and GLEI merged in 1995 but MEP Weber left Green Group on 10 October 1995 and later formed Green and Liberal Alliance (GLA).",,"{""name_language"": [""French: Liste Verte, Initiative \u00c9cologiste"", ""German: Gr\u00fcne Liste, \u00d6kologische Initiative""]}"
1160,10,11,KzB|DL,Coalition for Bulgaria | Democratic Left,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya | Demokratichna Levitsa,Коалиция за България | Демократична левица,http://en.wikipedia.org/wiki/Coalition_for_Bulgaria,1994-07-01,,,Coalition for Bulgaria | Democratic Left (KzB|DL) is an electoral alliance led by the Bulgarian Socialist Party (BSP).,,
1161,10,11,PBSD,Party of Bulgarian Social Democrats,Partiya Balgarski Sotsialdemokrati,Partiya Balgarski Sotsialdemokrati,Партия Български социалдемократи,http://en.wikipedia.org/wiki/Party_of_Bulgarian_Social_Democrats,1989-11-26,,,,,
1162,41,40,EPEN,National Political Union,Ethniki Politiki Enosis,Ethniki Politiki Enosis,Ετηνικι Πολιτικι Ενοσισ,http://en.wikipedia.org/wiki/National_Political_Union_%28Greece%29,1984-01-30,1996-07-01,nyt,New party formed on 30 January 1984. ,,
1163,55,28,MPA-LNP,Political Association of the Underprivileged and Latvian Independence Party,Maznodrošināto politiskā apvienība un Latviešu neatkarības partija,Maznodrosinato politiska apvieniba un Latviesu neatkaribas partija,,,,,,,,"{""information_needed"": ""party origin""}"
1165,5,6,LL,Liberal League,Jiyu Rengo,Jiyu Rengo,自由連合,http://en.wikipedia.org/wiki/Liberal_League_%28Japan%29,1994-07-01,2005-07-01,,New party formed in 1994.,,
1166,27,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
1167,40,14,PdA,Swiss Party of Labour,Partei der Arbeit der Schweiz,Partei der Arbeit der Schweiz,,http://en.wikipedia.org/wiki/Swiss_Labour_Party,,,,,,
1168,34,11,Mapam,United Workers Party,Mifleget HaPoalim HaMeuhedet,Mifleget HaPoalim HaMeuhedet,מפלגת הפועלים המאוחדת‎,http://en.wikipedia.org/wiki/Mapam,1948-07-01,1992-03-09,,,,
1171,11,19,Greens,Green Party,Green Party,Green Party,,http://en.wikipedia.org/wiki/Green_Party_of_Aotearoa_New_Zealand,1990-05-18,,,,,
1172,56,6,Thva,National Preservation Party,Þjóðvarnarflokkurinn,Thjodvarnarflokkurinn,,http://en.wikipedia.org/wiki/National_Preservation_Party,1953-03-15,,"indridason, mchale",,,
1173,68,14,KSCM,Communist Party of Bohemia and Moravia,Komunistická strana Cech a Moravy,Komunisticka strana Cech a Moravy,,http://en.wikipedia.org/wiki/Komunistick%C3%A1_strana_Cech_a_Moravy,1990-03-31,,,Party formed on 31 March 1990 as a split of the Communist Party of Czechoslovakia (KSC).,,"{""cmp"": 82221}"
1175,5,6,NPN,New Party Nippon,Shintō Nippon,Shinto Nippon,新党日本,http://en.wikipedia.org/wiki/New_Party_Nippon,2005-08-21,,,,,
1176,43,14,LO,Workers' Struggle,Lutte ouvrière,Lutte ouvriere,,http://en.wikipedia.org/wiki/Lutte_Ouvri%C3%A8re,1956-07-01,,,Party formed in 1956. ,,"{""new_party"": false}"
1179,41,40,LAOS,Popular Orthodox Rally,Laïkós Orthódoxos Synagermós,Laikos Orthodoxos Synagermos,Λαϊκός Ορθόδοξος Συναγερμός,http://en.wikipedia.org/wiki/Popular_Orthodox_Rally,,,,,,
1180,54,3,CSU,Christian Social Union,Christlich Soziale Union,Christlich Soziale Union,,http://en.wikipedia.org/wiki/Christian_Social_Union_of_Bavaria,1945-07-01,,,,,"{""name_full"": {""name_short"": ""CSU"", ""name_english"": ""Christian Social Union of Bavaria"", ""name"": ""Christlich Soziale Union in Bayern""}}"
1181,64,28,UDB,Belgian Democratic Union,Union Democratique Belge,Union Democratique Belge,,http://en.wikipedia.org/wiki/Belgian_Democratic_Union,,,,,,
1183,39,2,ASZ,Agrarian Alliance,Agrárszövetség,Agrarszovetseg,,http://en.wikipedia.org/wiki/Agrarian_Alliance,,,,,,
1189,29,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
1192,64,3,PSC-CDH,Francophone Christian Social Party -- Humanist Democratic Centre,Parti Social Chrétien – Centre Democrate Humaniste,Parti Social Chretien -- Centre Democrate Humaniste,,http://en.wikipedia.org/wiki/Humanist_Democratic_Centre,,,,,,
1193,5,26,LDP,Liberal Democratic Party,Jiyū Minshutō,Jiyu Minshuto,自由民主党,http://en.wikipedia.org/wiki/Liberal_Democratic_Party_%28Japan%29,1955-11-15,,nyt,Party formed on 15 November 1955 as a merger of the Liberal Party (LP) and the Japan Democratic Party (JDP).,,
1194,8,14,CPN,Communist Party of the Netherlands,Communistische Partij Nederland,Communistische Partij Nederland,,http://en.wikipedia.org/wiki/Communistische_Partij_van_Nederland,,,,,,
1199,37,26,Lib,Libertas Ireland,Libertas Ireland,Libertas Ireland,,http://en.wikipedia.org/wiki/Libertas_Ireland,2009-04-29,2009-11-13,,New party formed on 29 April 2009 and dissolved on 13 November 2009.,,
1200,1,6,ANO,Alliance of the New Citizen,Aliancia nového občana,Aliancia noveho obcana,,http://en.wikipedia.org/wiki/Aliancia_Noveho_Obcana,2001-07-01,,,New party formed in 2001.,,
1202,39,14,MMP,Hungarian Workers' Party,Magyar Munkáspárt,Magyar Munkaspart,,http://en.wikipedia.org/wiki/Workers_Party_%28Hungary%29,,,,,,
1203,39,6,VP,Entrepreneurs' Party,Vállalkozók Pártja Egyesület,Vallalkozok Partja Egyesulet,,http://en.wikipedia.org/wiki/Entrepreneurs%27_Party,,,,,,
1204,34,26,Herut,Freedom Party,Herut,Herut,חרות‎,http://en.wikipedia.org/wiki/Herut,,1965-05-25,,,,
1205,44,14,ILP,Independent Labour Party,Independent Labour Party,Independent Labour Party,,http://en.wikipedia.org/wiki/Independent_Labour_Party,,,,,,null
1206,8,3,CU,ChristianUnion,ChristenUnie,ChristenUnie,,http://en.wikipedia.org/wiki/ChristianUnion,2000-02-22,,,Party formed on 22 February 2000 as a merger of the Reformed Political Alliance (GPV) and Reformatory Political Federation (RPF).,,
1208,74,16,RAS,Movement for Silesian Autonomy,Ruch Autonomii Śląska,Ruch Autonomii Slaska,,http://en.wikipedia.org/wiki/Silesian_Autonomy_Movement,1990-01-01,,,New party formed in January 1990. ,,
1209,9,6,DLF,Liberal People's Party,Det Liberale Folkepartiet,Det Liberale Folkepartiet,,http://en.wikipedia.org/wiki/Liberal_People%27s_Party_%28Norway%2C_Old%29,1972-11-11,,"snl, storting",Most MPs from the Liberal Party (V) formed a new parliamentary group on 9 December 1972.,,
1210,44,26,UUP,Ulster Unionist Party,Ulster Unionist Party,Ulster Unionist Party,,http://en.wikipedia.org/wiki/Ulster_Unionist_Party,,,,,,
1211,40,12,none,no party affiliation,parteilos,parteilos,,,,,,,,null
1213,40,26,BDP,Conservative Democratic Party of Switzerland,Bürgerlich–Demokratische Partei (BDP) Graubünden,Buergerlich--Demokratische Partei (BDP) Graubuenden,,http://en.wikipedia.org/wiki/Conservative_Democratic_Party_of_Switzerland,2008-11-01,,ap,Formed on 1 November 2008 by former members of the Swiss Peoples Party.,,
1216,74,14,SD,Democratic Party,Stronnictwo Demokratyczne,Stronnictwo Demokratyczne,,http://en.wikipedia.org/wiki/Democratic_Party_%28Poland%29,,,,,,
1218,68,6,LSU,Liberal Social Union,Liberálně sociální unie,Liberalne socialni unie,,http://cs.wikipedia.org/wiki/Liber%C3%A1ln%C4%9B_soci%C3%A1ln%C3%AD_unie,,,,Electoral alliance formed for 1996 election.,Included because none of the alliance members can be identified as strongest party.,
